Match_addr,Postal,PostalExt,Country,X,Y,Pop 1 mile,Particulate Matter (PM 2.5 in ug/m3),Ozone (ppb),NATA Diesel PM (ug/m3),NATA Air Toxics Cancer Risk (risk per MM),NATA Respiratory Hazard Index,Traffic Proximity and Volume (daily traffic count/distance to road),Lead Paint Indicator (% pre-1960s housing),Superfund Proximity (site count/km distance),RMP Proximity (facility count/km distance),Hazardous Waste Proximity (facility count/km distance),Wastewater Discharge Indicators (toxicity-weighted concentration/m distance),Demographic Index,all3,dem index ,Minority Population,Minority Population*,Low Income Population,Low Income*,lowincomebincorrected,Linguistically Isolated Population,Population with Less Than High School Education,Less Than High School Education*,Population under Age 5,Population over Age 64,>64* 0-under/at 1-above,DisplayX,DisplayY,sample_id,group_id
"3273 Mount Carmel Rd, Seaboard, North Carolina, 27876",27876,9080,USA,-77.39785463,36.44705894,5,7.53,39.1,0.163,28,0.37,0.47,0.27,0.013,0.088,0.084,3.30E-07,0.32,5.00,0.00,0.47,1.00,0.16,0.00,0.00,0.00,0.19,1.00,0.01,0.21,1.00,-77.3965665,36.446868,ES091814-0098,566000325EH
"541 Old Gaston Rd, Gaston, North Carolina, 27832",27832,9042,USA,-77.77480081,36.50692387,77,7.89,39.4,0.19,32,0.44,98,0.25,0.012,0.35,0.13,0.018,0.46,7.00,1.00,0.50,1.00,0.42,1.00,1.00,0.00,0.30,1.00,0.01,0.28,1.00,-77.7745755,36.506817,ES092214-0007,566000325EH
"2846 River Rd, Henrico, North Carolina, 27842",27842,9508,USA,-77.8797135,36.52569,376,7.87,39.5,0.146,30,0.39,0,0.022,0.014,0.05,0.042,0.044,0.28,0.00,0.00,0.23,0.00,0.33,0.00,0.00,0.00,0.11,0.00,0.00,0.46,1.00,-77.8797135,36.52569,ES091214-0014,566000325EH
"10850 NC-305, Seaboard, North Carolina, 27876",27876,9534,USA,-77.43176632,36.44663848,138,7.75,39.4,0.183,30,0.4,31,0.37,0.011,0.06,0.059,3.60E-10,0.53,7.00,1.00,0.59,1.00,0.47,1.00,1.00,0.00,0.24,1.00,0.04,0.40,1.00,-77.43176632,36.44663848,ES091714-0009,566000325EH
"5502 Big Johns Store Rd, Pleasant Hill, North Carolina, 27866",27866,9665,USA,-77.52844118,36.50000838,113,7.75,39.4,0.183,30,0.4,2.6,0.32,0.011,0.097,0.093,8.20E-07,0.45,5.00,0.00,0.56,1.00,0.34,0.00,0.00,0.00,0.13,1.00,0.00,0.19,1.00,-77.5285245,36.500274,ES092314-0008,566000325EH
"537 Frank Harris Rd, Pendleton, North Carolina, 27862",27862,7221,USA,-77.26657157,36.47770557,42,7.53,39.1,0.163,28,0.37,5.7,0.28,0.013,0.28,0.16,1.10E-05,0.37,5.00,0.00,0.50,1.00,0.24,0.00,0.00,0.01,0.19,1.00,0.03,0.21,1.00,-77.266215,36.477765,ES090514-0010,566000325EH
"1333 Braswell Rd, Rich Square, North Carolina, 27869",27869,9544,USA,-77.33497488,36.34370975,6,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.33511,36.343854,ES082014-0025,566000325EH
"146 Sandy Shores Dr, Henrico, North Carolina, 27842",27842,9582,USA,-77.87290537,36.53318582,391,7.87,39.5,0.147,30,0.39,0.0025,0.026,0.014,0.05,0.042,0.042,0.28,0.00,0.00,0.23,0.00,0.33,0.00,0.00,0.00,0.10,0.00,0.01,0.45,1.00,-77.87205,36.533403,ES080714-0077,566000325EH
"567 Miller Trl, Jackson, North Carolina, 27845",27845,9561,USA,-77.42396181,36.41946542,154,7.75,39.4,0.183,30,0.4,52,0.42,0.011,0.06,0.058,0,0.39,7.00,1.00,0.41,1.00,0.36,1.00,0.00,0.00,0.26,1.00,0.02,0.52,1.00,-77.423922,36.41958,ES071114-0006,566000325EH
"138 Sandy Shores Dr, Henrico, North Carolina, 27842",27842,9582,USA,-77.87287049,36.53301151,391,7.87,39.5,0.147,30,0.39,0.0025,0.026,0.014,0.05,0.042,0.042,0.28,0.00,0.00,0.23,0.00,0.33,0.00,0.00,0.00,0.10,0.00,0.01,0.45,1.00,-77.872023,36.533025,ES071614-0015,566000325EH
"205 Hallie Futrell Ln, Conway, North Carolina, 27820",27820,9391,USA,-77.31300425,36.43007847,129,7.53,39.1,0.163,28,0.37,3.1,0.044,0.012,0.14,0.13,0,0.48,3.00,0.00,0.48,1.00,0.48,1.00,1.00,0.00,0.04,0.00,0.14,0.08,0.00,-77.3131185,36.430227,ES070814-0011,566000325EH
"369 Willey Ln, Gaston, North Carolina, 27832",27832,9690,USA,-77.68194908,36.49055181,140,7.89,39.4,0.191,32,0.44,93,0.24,0.012,0.34,0.13,0.02,0.44,7.00,1.00,0.48,1.00,0.40,1.00,1.00,0.00,0.28,1.00,0.01,0.28,1.00,-77.681979,36.490815,ES052914-0036,566000325EH
"802 Pine Tops Rd, Murfreesboro, North Carolina, 27855",27855,9598,USA,-77.148729,36.386802,245,7.42,39.1,0.152,28,0.37,11,0.21,0.014,0.14,0.13,9.30E-06,0.61,7.00,1.00,0.72,1.00,0.50,1.00,1.00,0.00,0.27,1.00,0.10,0.20,1.00,-77.148729,36.386802,ES061314-0004,566000325EH
"356 O T Hunt Club Rd, Conway, North Carolina, 27820",27820,9600,USA,-77.2890075,36.401553,126,7.53,39.1,0.163,28,0.37,3.1,0.044,0.012,0.14,0.13,0,0.48,3.00,0.00,0.48,1.00,0.48,1.00,1.00,0.00,0.04,0.00,0.14,0.08,0.00,-77.2890075,36.401553,ES051414-0016,566000325EH
"971 Horne Rd, Pendleton, North Carolina, 27862",27862,7129,USA,-77.1521805,36.487719,19,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.1521805,36.487719,ES041614-0009,566000325EH
"188 Blackwell Stephenson Road, Garysburg, North Carolina, 27831",27831,NA,USA,-77.518179,36.461952,212,7.75,39.4,0.183,30,0.4,56,0.28,0.011,0.14,0.13,0.0013,0.68,7.00,1.00,0.76,1.00,0.59,1.00,1.00,0.00,0.22,1.00,0.05,0.22,1.00,-77.518179,36.461952,ES062414-0018,566000325EH
"215 Wrays Ct, Gaston, North Carolina, 27832",27832,9192,USA,-77.68791512,36.48779756,282,7.89,39.5,0.197,32,0.43,59,0.19,0.012,0.32,0.13,0.029,0.34,5.00,0.00,0.36,1.00,0.31,0.00,0.00,0.00,0.19,1.00,0.01,0.27,1.00,-77.68791512,36.48779756,ES052914-0037,566000325EH
"329 Reid Rd, Garysburg, North Carolina, 27831",27831,9460,USA,-77.54642841,36.47527583,157,7.75,39.4,0.183,30,0.4,45,0.29,0.011,0.13,0.12,0.0011,0.63,7.00,1.00,0.72,1.00,0.54,1.00,1.00,0.00,0.20,1.00,0.04,0.22,1.00,-77.5465875,36.475506,ES040114-0011,566000325EH
"1796 Big John Store Rd, Seaboard, North Carolina, 27876",27876,9623,USA,-77.41456111,36.53884172,26,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.41456111,36.53884172,ES032814-0008,566000325EH
"2625 Severn Rd, Margarettsville, North Carolina, 27853",27853,9619,USA,-77.24502345,36.51888271,46,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.24502345,36.51888271,ES021914-0017,566000325EH
"2365 Big Johns Store Rd, Seaboard, North Carolina, 27876",27876,9531,USA,-77.43945069,36.53614339,30,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.43945069,36.53614339,ES012214-0007,566000325EH
"712 Barrett Cabin Rd, Murfreesboro, North Carolina, 27855",27855,9490,USA,-77.1451437,36.45468613,388,7.42,39.1,0.152,28,0.37,2.1,0.31,0.015,0.14,0.13,7.10E-06,0.58,7.00,1.00,0.64,1.00,0.52,1.00,1.00,0.01,0.29,1.00,0.04,0.15,0.00,-77.1451437,36.45468613,ES012214-0034,566000325EH
"304 Wyche Long Ln, Garysburg, North Carolina, 27831",27831,9586,USA,-77.62250108,36.52936805,300,7.89,39.4,0.19,32,0.44,65,0.13,0.011,0.23,0.13,0.0017,0.63,7.00,1.00,0.72,1.00,0.55,1.00,1.00,0.00,0.34,1.00,0.03,0.22,1.00,-77.622372,36.529245,ES011714-0004,566000325EH
"317 Pecan Ln, Gaston, North Carolina, 27832",27832,9512,USA,-77.64013947,36.51851473,687,7.89,39.4,0.19,32,0.44,51,0.14,0.011,0.23,0.11,0.0015,0.68,7.00,1.00,0.79,1.00,0.56,1.00,1.00,0.00,0.34,1.00,0.03,0.21,1.00,-77.638995,36.519093,ES122013-0002,566000325EH
"270 Collier Rd, Woodland, North Carolina, 27897",27897,9500,USA,-77.28959727,36.3395151,81,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.28959727,36.3395151,ES121113-0010,566000325EH
"963 Jack Swamp Rd, Pleasant Hill, North Carolina, 27866",27866,9520,USA,-77.56860614,36.5191756,22,7.75,39.4,0.183,30,0.4,2.6,0.32,0.011,0.097,0.093,8.20E-07,0.45,5.00,0.00,0.56,1.00,0.34,0.00,0.00,0.00,0.13,1.00,0.00,0.19,1.00,-77.569344,36.519057,ES010814-0007,566000325EH
"141 Wrays Ct, Gaston, North Carolina, 27832",27832,9556,USA,-77.68595283,36.48846923,283,7.89,39.5,0.197,32,0.43,59,0.19,0.012,0.32,0.13,0.029,0.34,5.00,0.00,0.36,1.00,0.31,0.00,0.00,0.00,0.19,1.00,0.01,0.27,1.00,-77.685795,36.487782,ES120513-0015,566000325EH
"270 Collier Rd, Woodland, North Carolina, 27897",27897,9500,USA,-77.28959727,36.3395151,81,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.28959727,36.3395151,ES111913-0011,566000325EH
"606 Indian Branch Rd, Murfreesboro, North Carolina, 27855",27855,9396,USA,-77.16174075,36.40094147,180,7.53,39.1,0.163,28,0.37,2.2,0.47,0.014,0.21,0.17,9.20E-06,0.36,5.00,0.00,0.39,1.00,0.33,0.00,0.00,0.00,0.26,1.00,0.09,0.17,1.00,-77.1622155,36.400932,ES101713-0021,566000325EH
"459 Vaughan Creek Rd, Pendleton, North Carolina, 27862",27862,7061,USA,-77.17219076,36.51928565,167,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.172174,36.519705,ES112613-0060,566000325EH
"470 Collier Rd, Woodland, North Carolina, 27897",27897,9501,USA,-77.2806285,36.341928,45,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.2806285,36.341928,ES101713-0022,566000325EH
"166 Cumbo Rd, Rich Square, North Carolina, 27869",27869,9634,USA,-77.3473795,36.30655054,5,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.347494,36.306774,ES100813-0013,566000325EH
"1802 Willis Hare Rd, Pendleton, North Carolina, 27862",27862,7500,USA,-77.16261679,36.50994158,23,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.1624945,36.509697,ES100313-0068,566000325EH
"1135 Jenkins Mill Rd, Conway, North Carolina, 27820",27820,9661,USA,-77.26836915,36.3950065,74,7.53,39.1,0.163,28,0.37,3.1,0.044,0.012,0.14,0.13,0,0.48,3.00,0.00,0.48,1.00,0.48,1.00,1.00,0.00,0.04,0.00,0.14,0.08,0.00,-77.268285,36.395568,ES091313-0008,566000325EH
"701 Willis Hare Road, Pendleton, North Carolina, 27862",27862,NA,USA,-77.18405371,36.4830712,37,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.1847515,36.483525,ES091113-0030,566000325EH
"8677 US-158, Seaboard, North Carolina, 27876",27876,9003,USA,-77.32887697,36.44357399,69,7.53,39.1,0.163,28,0.37,3.1,0.044,0.012,0.14,0.13,0,0.48,3.00,0.00,0.48,1.00,0.48,1.00,1.00,0.00,0.04,0.00,0.14,0.08,0.00,-77.32887697,36.44357399,ES083013-0009,566000325EH
"1416 Vaughan Creek Rd, Pendleton, North Carolina, 27862",27862,7078,USA,-77.15266124,36.49932235,19,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.152806,36.499032,ES082913-0077,566000325EH
"4691 Jackson Bypass Rd, Garysburg, North Carolina, 27831",27831,9526,USA,-77.51891981,36.44132633,60,7.75,39.4,0.183,30,0.4,110,0.23,0.011,0.18,0.17,0.0026,0.89,7.00,1.00,0.95,1.00,0.83,1.00,1.00,0.00,0.30,1.00,0.10,0.25,1.00,-77.51891981,36.44132633,ES081413-0010,566000325EH
"976 Elam Church Road, Garysburg, North Carolina, 27831",27831,NA,USA,-77.51649376,36.47329073,131,7.75,39.4,0.183,30,0.4,13,0.32,0.011,0.1,0.1,0.00027,0.49,7.00,1.00,0.60,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.01,0.20,1.00,-77.5164915,36.473553,ES080113-0016,566000325EH
"Dr Parker Rd, Pleasant Hill, North Carolina, 27866",27866,NA,USA,-77.46535862,36.53756499,22,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.46535862,36.53756499,ES121813-0042,566000325EH
"1416 Vaughan Creek Rd, Pendleton, North Carolina, 27862",27862,7078,USA,-77.15266124,36.49932235,19,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.152806,36.499032,ES080113-0017,566000325EH
"2587 Mt Carmel Rd, Seaboard, North Carolina, 27876",27876,9067,USA,-77.38868569,36.46283971,3,7.53,39.1,0.163,28,0.37,0.47,0.27,0.013,0.088,0.084,3.30E-07,0.32,5.00,0.00,0.47,1.00,0.16,0.00,0.00,0.00,0.19,1.00,0.01,0.21,1.00,-77.38868569,36.46283971,ES073113-0019,566000325EH
"1206 Gilmer Ricks Rd, Conway, North Carolina, 27820",27820,9587,USA,-77.19295814,36.43467455,164,7.53,39.1,0.163,28,0.37,21,0.41,0.013,1.2,0.55,6.10E-05,0.40,7.00,1.00,0.39,1.00,0.42,1.00,1.00,0.03,0.17,1.00,0.08,0.23,1.00,-77.19246,36.434853,ES071013-0018,566000325EH
"3165 Big John Store Rd, Pleasant Hill, North Carolina, 27866",27866,9518,USA,-77.45911989,36.52940178,33,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.45911989,36.52940178,ES073113-0018,566000325EH
"113 Sunset Cir, Henrico, North Carolina, 27842",27842,9433,USA,-77.82526749,36.52253139,422,7.87,39.5,0.146,30,0.39,1.6,0.097,0.013,0.059,0.047,0.026,0.33,4.00,0.00,0.34,0.00,0.31,0.00,0.00,0.00,0.17,1.00,0.01,0.47,1.00,-77.8256145,36.52209,ES041113-0013,566000325EH
"199 Wrays Ct, Gaston, North Carolina, 27832",27832,9556,USA,-77.68769645,36.48797111,282,7.89,39.5,0.197,32,0.43,59,0.19,0.012,0.32,0.13,0.029,0.34,5.00,0.00,0.36,1.00,0.31,0.00,0.00,0.00,0.19,1.00,0.01,0.27,1.00,-77.68769645,36.48797111,ES060513-0123,566000325EH
"2235 Macon Price Rd, Garysburg, North Carolina, 27831",27831,9693,USA,-77.54806052,36.49524132,130,7.75,39.4,0.183,30,0.4,24,0.31,0.011,0.11,0.11,0.00054,0.54,7.00,1.00,0.64,1.00,0.44,1.00,1.00,0.00,0.16,1.00,0.02,0.20,1.00,-77.548014,36.495531,ES040513-0002,566000325EH
"518 Pine Tops Rd, Murfreesboro, North Carolina, 27855",27855,9663,USA,-77.14186817,36.40524529,202,7.39,39,0.149,28,0.37,13,0.15,0.014,0.12,0.11,9.30E-06,0.68,7.00,1.00,0.82,1.00,0.55,1.00,1.00,0.00,0.27,1.00,0.10,0.21,1.00,-77.14186817,36.40524529,ES032113-0013,566000325EH
"331 Frank Harris Rd, Pendleton, North Carolina, 27862",27862,7254,USA,-77.2640747,36.48181909,42,7.53,39.1,0.163,28,0.37,5.7,0.28,0.013,0.28,0.16,1.10E-05,0.37,5.00,0.00,0.50,1.00,0.24,0.00,0.00,0.01,0.19,1.00,0.03,0.21,1.00,-77.2640747,36.48181909,ES030613-0092,566000325EH
"131 Lillie Ln, Gaston, North Carolina, 27832",27832,9525,USA,-77.72836345,36.52902107,266,7.89,39.4,0.19,32,0.44,59,0.2,0.012,0.27,0.11,0.0074,0.62,7.00,1.00,0.72,1.00,0.52,1.00,1.00,0.00,0.33,1.00,0.02,0.22,1.00,-77.7283425,36.528894,ES071213-0030,566000325EH
"399 Willey Ln, Gaston, North Carolina, 27832",27832,9690,USA,-77.680964,36.490428,140,7.89,39.4,0.191,32,0.44,93,0.24,0.012,0.34,0.13,0.02,0.44,7.00,1.00,0.48,1.00,0.40,1.00,1.00,0.00,0.28,1.00,0.01,0.28,1.00,-77.6806335,36.490428,ES010413-0012,566000325EH
"626 N Shore Dr, Gaston, North Carolina, 27832",27832,9013,USA,-77.698377,36.487971,316,7.88,39.5,0.198,32,0.43,52,0.17,0.012,0.32,0.14,0.032,0.31,4.00,0.00,0.33,0.00,0.29,0.00,0.00,0.00,0.17,1.00,0.01,0.27,1.00,-77.698377,36.487971,ES011813-0002,566000325EH
"3471 Skippers Rd, Skippers, Virginia, 23879",23879,2067,USA,-77.55876592,36.63607825,44,7.9,39.2,0.213,32,0.44,230,0.17,0.012,0.056,0.18,2.80E-06,0.60,7.00,1.00,0.67,1.00,0.54,1.00,1.00,0.00,0.33,1.00,0.07,0.18,1.00,-77.559786,36.636021,ES122012-0014,566000325EH
"219 Squire Town Ln, Gaston, North Carolina, 27832",27832,9121,USA,-77.78564389,36.53646007,104,7.87,39.5,0.15,30,0.4,11,0.16,0.013,0.088,0.057,0.018,0.36,5.00,0.00,0.40,1.00,0.32,0.00,0.00,0.00,0.21,1.00,0.02,0.46,1.00,-77.78564389,36.53646007,ES113012-0011,566000325EH
"2365 Big Johns Store Rd, Seaboard, North Carolina, 27876",27876,9531,USA,-77.43945069,36.53614339,30,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.43945069,36.53614339,ES020713-0083,566000325EH
"1617 Eagletown Rd, Rich Square, North Carolina, 27869",27869,9522,USA,-77.24133745,36.31066053,69,7.46,39.3,0.147,29,0.37,0,0.45,0.012,0.069,0.065,0,0.55,7.00,1.00,0.60,1.00,0.50,1.00,1.00,0.00,0.14,1.00,0.00,0.39,1.00,-77.24133745,36.31066053,ES121112-0007,566000325EH
"157 Jane Ln, Pleasant Hill, North Carolina, 27866",27866,9685,USA,-77.51739226,36.512034,125,7.75,39.4,0.183,30,0.4,2.6,0.32,0.011,0.097,0.093,8.20E-07,0.45,5.00,0.00,0.56,1.00,0.34,0.00,0.00,0.00,0.13,1.00,0.00,0.19,1.00,-77.51739226,36.512034,ES111912-0003,566000325EH
"915 Pine Tops Rd, Murfreesboro, North Carolina, 27855",27855,9400,USA,-77.15353548,36.38099544,128,7.47,39.1,0.157,28,0.37,7.2,0.31,0.014,0.17,0.15,9.20E-06,0.50,7.00,1.00,0.58,1.00,0.43,1.00,1.00,0.00,0.27,1.00,0.10,0.18,1.00,-77.1536835,36.38043,ES111512-0193,566000325EH
"945 Gilmer Ricks Rd, Conway, North Carolina, 27820",27820,9211,USA,-77.19718609,36.42885688,85,7.53,39.1,0.163,28,0.37,13,0.48,0.013,1.3,0.58,6.30E-05,0.24,4.00,0.00,0.21,0.00,0.27,0.00,0.00,0.00,0.14,1.00,0.07,0.27,1.00,-77.1989535,36.429309,ES110112-0013,566000325EH
"701 Willis Hare Road, Pendleton, North Carolina, 27862",27862,NA,USA,-77.18405371,36.4830712,37,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.1847515,36.483525,ES110712-0010,566000325EH
"470 Collier Rd, Woodland, North Carolina, 27897",27897,9501,USA,-77.2806285,36.341928,45,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.2806285,36.341928,ES103112-0014,566000325EH
"114 Edwards Ln, Pendleton, North Carolina, 27862",27862,7264,USA,-77.2301601,36.48836197,143,7.53,39.1,0.163,28,0.37,10,0.29,0.014,0.47,0.25,2.10E-05,0.53,7.00,1.00,0.45,1.00,0.61,1.00,1.00,0.02,0.20,1.00,0.06,0.23,1.00,-77.2301601,36.48836197,ES101712-0027,566000325EH
"461 Old Tram Way, Gaston, North Carolina, 27832",27832,NA,USA,-77.7806479,36.51440531,63,7.89,39.4,0.19,32,0.44,98,0.25,0.012,0.35,0.13,0.018,0.46,7.00,1.00,0.50,1.00,0.42,1.00,1.00,0.00,0.30,1.00,0.01,0.28,1.00,-77.7806479,36.51440531,ES101812-0037,566000325EH
"198 Taylor Rd, Garysburg, North Carolina, 27831",27831,8000,USA,-77.52544862,36.44356184,37,7.75,39.4,0.183,30,0.4,110,0.23,0.011,0.18,0.17,0.0026,0.89,7.00,1.00,0.95,1.00,0.83,1.00,1.00,0.00,0.30,1.00,0.10,0.25,1.00,-77.52544862,36.44356184,ES091812-0031,566000325EH
"358 Pinewood Acres Road, Henrico, North Carolina, 27842",27842,NA,USA,-77.85344123,36.51587739,254,7.87,39.5,0.146,30,0.39,0,0.022,0.014,0.05,0.042,0.044,0.28,0.00,0.00,0.23,0.00,0.33,0.00,0.00,0.00,0.11,0.00,0.00,0.46,1.00,-77.8537035,36.516069,ES101812-0017,566000325EH
"157 Jane Ln, Pleasant Hill, North Carolina, 27866",27866,9685,USA,-77.51739226,36.512034,125,7.75,39.4,0.183,30,0.4,2.6,0.32,0.011,0.097,0.093,8.20E-07,0.45,5.00,0.00,0.56,1.00,0.34,0.00,0.00,0.00,0.13,1.00,0.00,0.19,1.00,-77.51739226,36.512034,ES091212-0022,566000325EH
"470 Collier Rd, Woodland, North Carolina, 27897",27897,9501,USA,-77.2806285,36.341928,45,7.46,39.3,0.147,29,0.37,0.083,0.21,0.012,0.098,0.098,0,0.45,7.00,1.00,0.51,1.00,0.39,1.00,1.00,0.00,0.15,1.00,0.05,0.21,1.00,-77.2806285,36.341928,ES091112-0016,566000325EH
"3747 Severn Rd, Margarettsville, North Carolina, 27853",27853,9697,USA,-77.20731,36.524646,23,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.20731,36.524646,ES082312-0013,566000325EH
"1512 Severn Rd, Margarettsville, North Carolina, 27853",27853,9614,USA,-77.28407598,36.51706727,23,7.53,39.1,0.163,28,0.37,0.23,0.27,0.014,0.11,0.11,9.30E-07,0.43,7.00,1.00,0.41,1.00,0.45,1.00,1.00,0.00,0.19,1.00,0.03,0.24,1.00,-77.284152,36.516834,ES082312-0040,566000325EH
"5502 Big Johns Store Rd, Pleasant Hill, North Carolina, 27866",27866,9665,USA,-77.52844118,36.50000838,113,7.75,39.4,0.183,30,0.4,2.6,0.32,0.011,0.097,0.093,8.20E-07,0.45,5.00,0.00,0.56,1.00,0.34,0.00,0.00,0.00,0.13,1.00,0.00,0.19,1.00,-77.5285245,36.500274,ES091112-0015,566000325EH
"397 Stanley Barnes Rd, Pendleton, North Carolina, 27862",27862,7097,USA,-77.11385822,36.49427688,55,7.53,39.1,0.163,28,0.37,0.08,0.28,0.015,0.13,0.12,1.30E-06,0.50,7.00,1.00,0.38,1.00,0.63,1.00,1.00,0.00,0.20,1.00,0.04,0.25,1.00,-77.114295,36.494514,ES081312-0001,566000325EH
"209 William Moody Ln, Gaston, North Carolina, 27832",27832,NA,USA,-77.70911635,36.51311072,182,7.89,39.4,0.19,32,0.44,38,0.16,0.011,0.23,0.11,0.0014,0.71,7.00,1.00,0.85,1.00,0.58,1.00,1.00,0.00,0.35,1.00,0.03,0.19,1.00,-77.70911635,36.51311072,ES082312-0041,566000325EH
"285 Ponton Ln, Seaboard, North Carolina, 27876",27876,9628,USA,-77.4084887,36.54099162,28,7.75,39.4,0.183,30,0.4,0,0.32,0.012,0.06,0.059,8.80E-10,0.73,7.00,1.00,0.85,1.00,0.60,1.00,1.00,0.00,0.20,1.00,0.06,0.23,1.00,-77.4084887,36.54099162,ES072412-0023,566000325EH
"188 Old Gaston Ext, Gaston, North Carolina, 27832",27832,9034,USA,-77.77796889,36.50215401,77,7.89,39.4,0.19,32,0.44,98,0.25,0.012,0.35,0.13,0.018,0.46,7.00,1.00,0.50,1.00,0.42,1.00,1.00,0.00,0.30,1.00,0.01,0.28,1.00,-77.77796889,36.50215401,ES080212-0035,566000325EH
"191 Pineview Dr, Henrico, North Carolina, 27842",27842,9689,USA,-77.87086985,36.51769702,223,7.87,39.5,0.146,30,0.39,0,0.022,0.014,0.05,0.042,0.044,0.28,0.00,0.00,0.23,0.00,0.33,0.00,0.00,0.00,0.11,0.00,0.00,0.46,1.00,-77.8701195,36.51768,ES071612-0003,566000325EH
"191 Pineview Dr, Henrico, North Carolina, 27842",27842,9689,USA,-77.87086985,36.51769702,223,7.87,39.5,0.146,30,0.39,0,0.022,0.014,0.05,0.042,0.044,0.28,0.00,0.00,0.23,0.00,0.33,0.00,0.00,0.00,0.11,0.00,0.00,0.46,1.00,-77.8701195,36.51768,ES071612-0004,566000325EH
"270 Old Tram Way, Gaston, North Carolina, 27832",27832,8002,USA,-77.78139385,36.50793911,77,7.89,39.4,0.19,32,0.44,98,0.25,0.012,0.35,0.13,0.018,0.46,7.00,1.00,0.50,1.00,0.42,1.00,1.00,0.00,0.30,1.00,0.01,0.28,1.00,-77.78139385,36.50793911,ES022812-0028,566000325EH
